fname,class,label
file294.wav,down,0
file295.wav,down,0
file296.wav,down,0
file297.wav,down,0
file298.wav,down,0
file299.wav,down,0
file300.wav,down,0
file301.wav,down,0
file302.wav,down,0
file303.wav,down,0
file304.wav,down,0
file305.wav,down,0
file306.wav,down,0
file307.wav,down,0
file308.wav,down,0
file309.wav,down,0
file310.wav,down,0
file311.wav,down,0
file312.wav,down,0
file313.wav,down,0
file314.wav,down,0
file315.wav,down,0
file316.wav,down,0
file317.wav,down,0
file318.wav,down,0
file319.wav,down,0
file320.wav,down,0
file321.wav,down,0
file322.wav,down,0
file323.wav,down,0
file324.wav,down,0
file325.wav,down,0
file326.wav,down,0
file327.wav,down,0
file328.wav,down,0
file329.wav,down,0
file330.wav,down,0
file331.wav,down,0
file332.wav,down,0
file333.wav,down,0
file334.wav,down,0
file335.wav,down,0
file336.wav,down,0
file337.wav,down,0
file338.wav,down,0
file339.wav,down,0
file340.wav,down,0
file341.wav,down,0
file342.wav,down,0
file343.wav,down,0
file344.wav,down,0
file345.wav,down,0
file346.wav,down,0
file347.wav,down,0
file348.wav,down,0
file349.wav,down,0
file350.wav,down,0
file351.wav,down,0
file352.wav,down,0
file353.wav,down,0
file354.wav,down,0
file355.wav,down,0
file356.wav,down,0
file357.wav,down,0
file358.wav,down,0
file359.wav,down,0
file360.wav,down,0
file361.wav,down,0
file362.wav,down,0
file363.wav,down,0
file364.wav,down,0
file365.wav,down,0
file366.wav,down,0
file367.wav,down,0
file368.wav,down,0
file369.wav,down,0
file370.wav,down,0
file371.wav,down,0
file372.wav,down,0
file373.wav,down,0
file374.wav,down,0
file375.wav,down,0
file376.wav,down,0
file377.wav,down,0
file378.wav,down,0
file379.wav,down,0
file380.wav,down,0
file381.wav,down,0
file382.wav,down,0
file383.wav,down,0
file384.wav,down,0
file385.wav,down,0
file386.wav,down,0
file387.wav,down,0
file388.wav,down,0
file389.wav,down,0
file390.wav,down,0
file391.wav,down,0
file392.wav,down,0
file393.wav,down,0
file394.wav,down,0
file395.wav,down,0
file396.wav,down,0
file397.wav,down,0
file398.wav,down,0
file399.wav,down,0
file400.wav,down,0
file401.wav,down,0
file402.wav,down,0
file403.wav,down,0
file404.wav,down,0
file405.wav,down,0
file406.wav,down,0
file407.wav,down,0
file408.wav,down,0
file409.wav,down,0
file410.wav,down,0
file411.wav,down,0
file412.wav,down,0
file413.wav,down,0
file414.wav,down,0
file415.wav,down,0
file416.wav,down,0
file417.wav,down,0
file418.wav,down,0
file419.wav,down,0
file420.wav,down,0
file421.wav,down,0
file422.wav,down,0
file423.wav,down,0
file424.wav,down,0
file425.wav,down,0
file426.wav,down,0
file427.wav,down,0
file428.wav,down,0
file429.wav,down,0
file430.wav,down,0
file431.wav,down,0
file432.wav,down,0
file433.wav,down,0
file434.wav,down,0
file435.wav,down,0
file436.wav,down,0
file437.wav,down,0
file438.wav,down,0
file439.wav,down,0
file440.wav,down,0
file441.wav,down,0
file442.wav,down,0
file443.wav,down,0
file444.wav,down,0
file445.wav,down,0
file446.wav,down,0
file447.wav,down,0
file448.wav,down,0
file449.wav,down,0
file450.wav,down,0
file451.wav,down,0
file452.wav,down,0
file453.wav,down,0
file454.wav,down,0
file455.wav,down,0
file456.wav,down,0
file457.wav,down,0
file458.wav,down,0
file459.wav,down,0
file460.wav,down,0
file461.wav,down,0
file462.wav,down,0
file463.wav,down,0
file464.wav,down,0
file465.wav,down,0
file466.wav,down,0
file467.wav,down,0
file468.wav,down,0
file469.wav,down,0
file470.wav,down,0
file471.wav,down,0
file472.wav,down,0
file473.wav,down,0
file474.wav,down,0
file475.wav,down,0
file476.wav,down,0
file477.wav,down,0
file478.wav,down,0
file479.wav,down,0
file480.wav,down,0
file481.wav,down,0
file482.wav,down,0
file483.wav,down,0
file484.wav,down,0
file485.wav,down,0
file486.wav,down,0
file487.wav,down,0
file488.wav,down,0
file489.wav,down,0
file490.wav,down,0
file491.wav,down,0
file492.wav,down,0
file493.wav,down,0
file494.wav,down,0
file495.wav,down,0
file496.wav,down,0
file497.wav,down,0
file498.wav,down,0
file499.wav,down,0
file500.wav,down,0
file501.wav,down,0
file502.wav,down,0
file503.wav,down,0
file504.wav,down,0
file505.wav,down,0
file506.wav,down,0
file507.wav,down,0
file508.wav,down,0
file509.wav,down,0
file510.wav,down,0
file511.wav,down,0
file512.wav,down,0
file513.wav,down,0
file514.wav,down,0
file515.wav,down,0
file516.wav,down,0
file517.wav,down,0
file518.wav,down,0
file519.wav,down,0
file520.wav,down,0
file521.wav,down,0
file522.wav,down,0
file523.wav,down,0
file524.wav,down,0
file525.wav,down,0
file526.wav,down,0
file527.wav,down,0
file528.wav,down,0
file529.wav,down,0
file530.wav,down,0
file531.wav,down,0
file532.wav,down,0
file533.wav,down,0
file534.wav,down,0
file535.wav,down,0
file536.wav,down,0
file537.wav,down,0
file538.wav,down,0
file539.wav,down,0
file540.wav,down,0
file541.wav,down,0
file542.wav,down,0
file543.wav,down,0
file544.wav,down,0
file545.wav,down,0
file546.wav,down,0
file547.wav,down,0
file548.wav,down,0
file549.wav,down,0
file550.wav,down,0
file551.wav,down,0
file552.wav,down,0
file553.wav,down,0
file554.wav,down,0
file555.wav,down,0
file556.wav,down,0
file557.wav,down,0
file558.wav,down,0
file559.wav,down,0
file560.wav,down,0
file561.wav,down,0
file562.wav,down,0
file563.wav,down,0
file564.wav,down,0
file565.wav,down,0
file566.wav,down,0
file567.wav,down,0
file568.wav,down,0
file569.wav,down,0
file570.wav,down,0
file571.wav,down,0
file572.wav,down,0
file573.wav,down,0
file574.wav,down,0
file575.wav,down,0
file576.wav,down,0
file577.wav,down,0
file578.wav,down,0
file579.wav,down,0
file580.wav,down,0
file581.wav,down,0
file582.wav,down,0
file583.wav,down,0
file584.wav,down,0
file585.wav,down,0
file586.wav,down,0
file587.wav,down,0
file588.wav,down,0
file589.wav,down,0
file590.wav,down,0
file591.wav,down,0
file592.wav,down,0
file593.wav,down,0
file594.wav,down,0
file595.wav,down,0
file596.wav,down,0
file597.wav,down,0
file598.wav,down,0
file599.wav,down,0
file600.wav,down,0
file601.wav,down,0
file602.wav,down,0
file603.wav,down,0
file604.wav,down,0
file605.wav,down,0
file606.wav,down,0
file607.wav,down,0
file608.wav,down,0
file609.wav,down,0
file610.wav,down,0
file611.wav,down,0
file612.wav,down,0
file613.wav,down,0
file614.wav,down,0
file615.wav,down,0
file616.wav,down,0
file617.wav,down,0
file618.wav,down,0
file619.wav,down,0
file620.wav,down,0
file621.wav,down,0
file622.wav,down,0
file623.wav,down,0
file624.wav,down,0
file625.wav,down,0
file626.wav,down,0
file627.wav,down,0
file628.wav,down,0
file629.wav,down,0
file630.wav,down,0
file631.wav,down,0
file632.wav,down,0
file633.wav,down,0
file634.wav,down,0
file635.wav,down,0
file636.wav,down,0
file637.wav,down,0
file638.wav,down,0
file639.wav,down,0
file640.wav,down,0
file641.wav,down,0
file642.wav,down,0
file643.wav,down,0
file644.wav,down,0
file645.wav,down,0
file646.wav,down,0
file647.wav,down,0
file648.wav,down,0
file649.wav,down,0
file650.wav,down,0
file651.wav,down,0
file652.wav,down,0
file653.wav,down,0
file654.wav,down,0
file655.wav,down,0
file656.wav,down,0
file657.wav,down,0
file658.wav,down,0
file659.wav,down,0
file660.wav,down,0
file661.wav,down,0
file662.wav,down,0
file663.wav,down,0
file664.wav,down,0
file665.wav,down,0
file666.wav,down,0
file667.wav,down,0
file668.wav,down,0
file669.wav,down,0
file670.wav,down,0
file671.wav,down,0
file672.wav,down,0
file673.wav,down,0
file674.wav,down,0
file675.wav,down,0
file676.wav,down,0
file677.wav,down,0
file678.wav,down,0
file679.wav,down,0
file680.wav,down,0
file681.wav,down,0
file682.wav,down,0
file683.wav,down,0
file684.wav,down,0
file685.wav,down,0
file686.wav,down,0
file687.wav,down,0
file688.wav,down,0
file689.wav,down,0
file690.wav,down,0
file691.wav,down,0
file692.wav,down,0
file693.wav,down,0
file694.wav,down,0
file695.wav,down,0
file696.wav,down,0
file697.wav,down,0
file698.wav,down,0
file699.wav,down,0
file700.wav,down,0
file701.wav,down,0
file702.wav,down,0
file703.wav,down,0
file704.wav,down,0
file705.wav,down,0
file706.wav,down,0
file707.wav,down,0
file708.wav,down,0
file709.wav,down,0
file710.wav,down,0
file711.wav,down,0
file712.wav,down,0
file713.wav,down,0
file714.wav,down,0
file715.wav,down,0
file716.wav,down,0
file717.wav,down,0
file718.wav,down,0
file719.wav,down,0
file720.wav,down,0
file721.wav,down,0
file722.wav,down,0
file723.wav,down,0
file724.wav,down,0
file725.wav,down,0
file726.wav,down,0
file727.wav,down,0
file728.wav,down,0
file729.wav,down,0
file730.wav,down,0
file731.wav,down,0
file732.wav,down,0
file733.wav,down,0
file734.wav,down,0
file735.wav,down,0
file736.wav,down,0
file737.wav,down,0
file738.wav,down,0
file739.wav,down,0
file740.wav,down,0
file741.wav,down,0
file742.wav,down,0
file743.wav,down,0
file744.wav,down,0
file745.wav,down,0
file746.wav,down,0
file747.wav,down,0
file748.wav,down,0
file749.wav,down,0
file750.wav,down,0
file751.wav,down,0
file752.wav,down,0
file753.wav,down,0
file754.wav,down,0
file755.wav,down,0
file756.wav,down,0
file757.wav,down,0
file758.wav,down,0
file759.wav,down,0
file760.wav,down,0
file761.wav,down,0
file762.wav,down,0
file763.wav,down,0
file764.wav,down,0
file765.wav,down,0
file766.wav,down,0
file767.wav,down,0
file768.wav,down,0
file769.wav,down,0
file770.wav,down,0
file771.wav,down,0
file772.wav,down,0
file773.wav,down,0
file774.wav,down,0
file775.wav,down,0
file776.wav,down,0
file777.wav,down,0
file778.wav,down,0
file779.wav,down,0
file780.wav,down,0
file781.wav,down,0
file782.wav,down,0
file783.wav,down,0
file784.wav,down,0
file785.wav,down,0
file786.wav,down,0
file787.wav,down,0
file788.wav,down,0
file789.wav,down,0
file790.wav,down,0
file791.wav,down,0
file792.wav,down,0
file793.wav,down,0
file794.wav,down,0
file795.wav,down,0
file796.wav,down,0
file797.wav,down,0
file798.wav,down,0
file799.wav,down,0
file800.wav,down,0
file801.wav,down,0
file802.wav,down,0
file803.wav,down,0
file804.wav,down,0
file805.wav,down,0
file806.wav,down,0
file807.wav,down,0
file808.wav,down,0
file809.wav,down,0
file810.wav,down,0
file811.wav,down,0
file812.wav,down,0
file813.wav,down,0
file814.wav,down,0
file815.wav,down,0
file816.wav,down,0
file817.wav,down,0
file818.wav,down,0
file819.wav,down,0
file820.wav,down,0
file821.wav,down,0
file822.wav,down,0
file823.wav,down,0
file824.wav,down,0
file825.wav,down,0
file826.wav,down,0
file827.wav,down,0
file828.wav,down,0
file829.wav,down,0
file830.wav,down,0
file831.wav,down,0
file832.wav,down,0
file833.wav,down,0
file834.wav,down,0
file835.wav,down,0
file836.wav,down,0
file837.wav,down,0
file838.wav,down,0
file839.wav,down,0
file840.wav,down,0
file841.wav,down,0
file842.wav,down,0
file843.wav,down,0
file844.wav,down,0
file845.wav,down,0
file846.wav,down,0
file847.wav,down,0
file848.wav,down,0
file849.wav,down,0
file850.wav,down,0
file851.wav,down,0
file852.wav,down,0
file853.wav,down,0
file854.wav,down,0
file855.wav,down,0
file856.wav,down,0
file857.wav,down,0
file858.wav,down,0
file859.wav,down,0
file860.wav,down,0
file861.wav,down,0
file862.wav,down,0
file863.wav,down,0
file864.wav,down,0
file865.wav,down,0
file866.wav,down,0
file867.wav,down,0
file868.wav,down,0
file869.wav,down,0
file870.wav,down,0
file871.wav,down,0
file872.wav,down,0
file873.wav,down,0
file874.wav,down,0
file875.wav,down,0
file876.wav,down,0
file877.wav,down,0
file878.wav,down,0
file879.wav,down,0
file880.wav,down,0
file881.wav,down,0
file882.wav,down,0
file883.wav,down,0
file884.wav,down,0
file885.wav,down,0
file886.wav,down,0
file887.wav,down,0
file888.wav,down,0
file889.wav,down,0
file890.wav,down,0
file891.wav,down,0
file892.wav,down,0
file893.wav,down,0
file894.wav,down,0
file895.wav,down,0
file896.wav,down,0
file897.wav,down,0
file898.wav,down,0
file899.wav,down,0
file900.wav,down,0
file901.wav,down,0
file902.wav,down,0
file903.wav,down,0
file904.wav,down,0
file905.wav,down,0
file906.wav,down,0
file907.wav,down,0
file908.wav,down,0
file909.wav,down,0
file910.wav,down,0
file911.wav,down,0
file912.wav,down,0
file913.wav,down,0
file914.wav,down,0
file915.wav,down,0
file916.wav,down,0
file917.wav,down,0
file918.wav,down,0
file919.wav,down,0
file920.wav,down,0
file921.wav,down,0
file922.wav,down,0
file923.wav,down,0
file924.wav,down,0
file925.wav,down,0
file926.wav,down,0
file927.wav,down,0
file928.wav,down,0
file929.wav,down,0
file930.wav,down,0
file931.wav,down,0
file932.wav,down,0
file933.wav,down,0
file934.wav,down,0
file935.wav,down,0
file936.wav,down,0
file937.wav,down,0
file938.wav,down,0
file939.wav,down,0
file940.wav,down,0
file941.wav,down,0
file942.wav,down,0
file943.wav,down,0
file944.wav,down,0
file945.wav,down,0
file946.wav,down,0
file947.wav,down,0
file948.wav,down,0
file949.wav,down,0
file950.wav,down,0
file951.wav,down,0
file952.wav,down,0
file953.wav,down,0
file954.wav,down,0
file955.wav,down,0
file956.wav,down,0
file957.wav,down,0
file958.wav,down,0
file959.wav,down,0
file960.wav,down,0
file961.wav,down,0
file962.wav,down,0
file963.wav,down,0
file964.wav,down,0
file965.wav,down,0
file966.wav,down,0
file967.wav,down,0
file968.wav,down,0
file969.wav,down,0
file970.wav,down,0
file971.wav,down,0
file972.wav,down,0
file973.wav,down,0
file974.wav,down,0
file975.wav,down,0
file976.wav,down,0
file977.wav,down,0
file978.wav,down,0
file979.wav,down,0
file980.wav,down,0
file981.wav,down,0
file982.wav,down,0
file983.wav,down,0
file984.wav,down,0
file985.wav,down,0
file986.wav,down,0
file987.wav,down,0
file988.wav,down,0
file989.wav,down,0
file990.wav,down,0
file991.wav,down,0
file992.wav,down,0
file993.wav,down,0
file994.wav,down,0
file995.wav,down,0
file996.wav,down,0
file997.wav,down,0
file998.wav,down,0
file999.wav,down,0
file1000.wav,down,0
file1001.wav,down,0
file1002.wav,down,0
file1003.wav,down,0
file1004.wav,down,0
file1005.wav,down,0
file1006.wav,down,0
file1007.wav,down,0
file1008.wav,down,0
file1009.wav,down,0
file1010.wav,down,0
file1011.wav,down,0
file1012.wav,down,0
file1013.wav,down,0
file1014.wav,down,0
file1015.wav,down,0
file1016.wav,down,0
file1017.wav,down,0
file1018.wav,down,0
file1019.wav,down,0
file1020.wav,down,0
file1021.wav,down,0
file1022.wav,down,0
file1023.wav,down,0
file1024.wav,down,0
file1025.wav,down,0
file1026.wav,down,0
file1027.wav,down,0
file1028.wav,down,0
file1029.wav,down,0
file1030.wav,down,0
file1031.wav,down,0
file1032.wav,down,0
file1033.wav,down,0
file1034.wav,down,0
file1035.wav,down,0
file1036.wav,down,0
file1037.wav,down,0
file1038.wav,down,0
file1039.wav,down,0
file1040.wav,down,0
file1041.wav,down,0
file1042.wav,down,0
file1043.wav,down,0
file1044.wav,down,0
file1045.wav,down,0
file1046.wav,down,0
file1047.wav,down,0
file1048.wav,down,0
file1049.wav,down,0
file1050.wav,down,0
file1051.wav,down,0
file1052.wav,down,0
file1053.wav,down,0
file1054.wav,down,0
file1055.wav,down,0
file1056.wav,down,0
file1057.wav,down,0
file1058.wav,down,0
file1059.wav,down,0
file1060.wav,down,0
file1061.wav,down,0
file1062.wav,down,0
file1063.wav,down,0
file1064.wav,down,0
file1065.wav,down,0
file1066.wav,down,0
file1067.wav,down,0
file1068.wav,down,0
file1069.wav,down,0
file1070.wav,down,0
file1071.wav,down,0
file1072.wav,down,0
file1073.wav,down,0
file1074.wav,down,0
file1075.wav,down,0
file1076.wav,down,0
file1077.wav,down,0
file1078.wav,down,0
file1079.wav,down,0
file1080.wav,down,0
file1081.wav,down,0
file1082.wav,down,0
file1083.wav,down,0
file1084.wav,down,0
file1085.wav,down,0
file1086.wav,down,0
file1087.wav,down,0
file1088.wav,down,0
file1089.wav,down,0
file1090.wav,down,0
file1091.wav,down,0
file1092.wav,down,0
file1093.wav,down,0
file1094.wav,down,0
file1095.wav,down,0
file1096.wav,down,0
file1097.wav,down,0
file1098.wav,down,0
file1099.wav,down,0
file1100.wav,down,0
file1101.wav,down,0
file1102.wav,down,0
file1103.wav,down,0
file1104.wav,down,0
file1105.wav,down,0
file1106.wav,down,0
file1107.wav,down,0
file1108.wav,down,0
file1109.wav,down,0
file1110.wav,down,0
file1111.wav,down,0
file1112.wav,down,0
file1113.wav,down,0
file1114.wav,down,0
file1115.wav,down,0
file1116.wav,down,0
file1117.wav,down,0
file1118.wav,down,0
file1119.wav,down,0
file1120.wav,down,0
file1121.wav,down,0
file1122.wav,down,0
file1123.wav,down,0
file1124.wav,down,0
file1125.wav,down,0
file1126.wav,down,0
file1127.wav,down,0
file1128.wav,down,0
file1129.wav,down,0
file1130.wav,down,0
file1131.wav,down,0
file1132.wav,down,0
file1133.wav,down,0
file1134.wav,down,0
file1135.wav,down,0
file1136.wav,down,0
file1137.wav,down,0
file1138.wav,down,0
file1139.wav,down,0
file1140.wav,down,0
file1141.wav,down,0
file1142.wav,down,0
file1143.wav,down,0
file1144.wav,down,0
file1145.wav,down,0
file1146.wav,down,0
file1147.wav,down,0
file1148.wav,down,0
file1149.wav,down,0
file1150.wav,down,0
file1151.wav,down,0
file1152.wav,down,0
file1153.wav,down,0
file1154.wav,down,0
file1155.wav,down,0
file1156.wav,down,0
file1157.wav,down,0
file1158.wav,down,0
file1159.wav,down,0
file1160.wav,down,0
file1161.wav,down,0
file1162.wav,down,0
file1163.wav,down,0
file1164.wav,down,0
file1165.wav,down,0
file1166.wav,down,0
file1167.wav,down,0
file1168.wav,down,0
file1169.wav,down,0
file1170.wav,down,0
file1171.wav,down,0
file1172.wav,down,0
file1173.wav,down,0
file1174.wav,down,0
file1175.wav,down,0
file1176.wav,down,0
file1177.wav,down,0
file1178.wav,down,0
file1179.wav,down,0
file1180.wav,down,0
file1181.wav,down,0
file1182.wav,down,0
file1183.wav,down,0
file1184.wav,down,0
file1185.wav,down,0
file1186.wav,down,0
file1187.wav,down,0
file1188.wav,down,0
file1189.wav,down,0
file1190.wav,down,0
file1191.wav,down,0
file1192.wav,down,0
file1193.wav,down,0
file1194.wav,down,0
file1195.wav,down,0
file1196.wav,down,0
file1197.wav,down,0
file1198.wav,down,0
file1199.wav,down,0
file1200.wav,down,0
file1201.wav,down,0
file1202.wav,down,0
file1203.wav,down,0
file1204.wav,down,0
file1205.wav,down,0
file1206.wav,down,0
file1207.wav,down,0
file1208.wav,down,0
file1209.wav,down,0
file1210.wav,down,0
file1211.wav,down,0
file1212.wav,down,0
file1213.wav,down,0
file1214.wav,down,0
file1215.wav,down,0
file1216.wav,down,0
file1217.wav,down,0
file1218.wav,down,0
file1219.wav,down,0
file1220.wav,down,0
file1221.wav,down,0
file1222.wav,down,0
file1223.wav,down,0
file1224.wav,down,0
file1225.wav,down,0
file1226.wav,down,0
file1227.wav,down,0
file1228.wav,down,0
file1229.wav,down,0
file1230.wav,down,0
file1231.wav,down,0
file1232.wav,down,0
file1233.wav,down,0
file1234.wav,down,0
file1235.wav,down,0
file1236.wav,down,0
file1237.wav,down,0
file1238.wav,down,0
file1239.wav,down,0
file1240.wav,down,0
file1241.wav,down,0
file1242.wav,down,0
file1243.wav,down,0
file1244.wav,down,0
file1245.wav,down,0
file1246.wav,down,0
file1247.wav,down,0
file1248.wav,down,0
file1249.wav,down,0
file1250.wav,down,0
file1251.wav,down,0
file1252.wav,down,0
file1253.wav,down,0
file1254.wav,down,0
file1255.wav,down,0
file1256.wav,down,0
file1257.wav,down,0
file1258.wav,down,0
file1259.wav,down,0
file1260.wav,down,0
file1261.wav,down,0
file1262.wav,down,0
file1263.wav,down,0
file1264.wav,down,0
file1265.wav,down,0
file1266.wav,down,0
file1267.wav,down,0
file1268.wav,down,0
file1269.wav,down,0
file1270.wav,down,0
file1271.wav,down,0
file1272.wav,down,0
file1273.wav,down,0
file1274.wav,down,0
file1275.wav,down,0
file1276.wav,down,0
file1277.wav,down,0
file1278.wav,down,0
file1279.wav,down,0
file1280.wav,down,0
file1281.wav,down,0
file1282.wav,down,0
file1283.wav,down,0
file1284.wav,down,0
file1285.wav,down,0
file1286.wav,down,0
file1287.wav,down,0
file1288.wav,down,0
file1289.wav,down,0
file1290.wav,down,0
file1291.wav,down,0
file1292.wav,down,0
file1293.wav,down,0
file1294.wav,down,0
file1295.wav,down,0
file1296.wav,down,0
file1297.wav,down,0
file1298.wav,down,0
file1299.wav,down,0
file1300.wav,down,0
file1301.wav,down,0
file1302.wav,down,0
file1303.wav,down,0
file1304.wav,down,0
file1305.wav,down,0
file1306.wav,down,0
file1307.wav,down,0
file1308.wav,down,0
file1309.wav,down,0
file1310.wav,down,0
file1311.wav,down,0
file1312.wav,down,0
file1313.wav,down,0
file1314.wav,down,0
file1315.wav,down,0
file1316.wav,down,0
file1317.wav,down,0
file1318.wav,down,0
file1319.wav,down,0
file1320.wav,down,0
file1321.wav,down,0
file1322.wav,down,0
file1323.wav,down,0
file1324.wav,down,0
file1325.wav,down,0
file1326.wav,down,0
file1327.wav,down,0
file1328.wav,down,0
file1329.wav,down,0
file1330.wav,down,0
file1331.wav,down,0
file1332.wav,down,0
file1333.wav,down,0
file1334.wav,down,0
file1335.wav,down,0
file1336.wav,down,0
file1337.wav,down,0
file1338.wav,down,0
file1339.wav,down,0
file1340.wav,down,0
file1341.wav,down,0
file1342.wav,down,0
file1343.wav,down,0
file1344.wav,down,0
file1345.wav,down,0
file1346.wav,down,0
file1347.wav,down,0
file1348.wav,down,0
file1349.wav,down,0
file1350.wav,down,0
file1351.wav,down,0
file1352.wav,down,0
file1353.wav,down,0
file1354.wav,down,0
file1355.wav,down,0
file1356.wav,down,0
file1357.wav,down,0
file1358.wav,down,0
file1359.wav,down,0
file1360.wav,down,0
file1361.wav,down,0
file1362.wav,down,0
